iter	RMSE
619	3.500311759
620	3.497484817
621	3.496893887
622	3.496587326
623	3.490401364
624	3.488650479
625	3.486701603
626	3.483428652
627	3.483156988
628	3.482218609
629	3.478265608
630	3.475092011
631	3.472346832
632	3.470233602
633	3.467914917
634	3.46660138
635	3.463690345
636	3.46030688
637	3.45884353
638	3.456535473
639	3.452835268
640	3.45229041
641	3.45225497
642	3.450873785
643	3.448653967
644	3.4446941
645	3.443545201
646	3.441204504
647	3.437195855
648	3.436649821
649	3.436129881
650	3.433085971
651	3.430731368
652	3.429216189
653	3.425611008
654	3.424463821
655	3.423872277
656	3.42020486
657	3.416697786
658	3.413900429
659	3.412124721
660	3.410824777
661	3.407483133
662	3.405629911
663	3.40533102
664	3.402921505
665	3.401034659
666	3.39865893
667	3.396917718
668	3.395478027
669	3.394650999
670	3.394143213
671	3.391911168
672	3.388664496
673	3.386630077
674	3.385154665
675	3.382296176
676	3.380315869
677	3.377761751
678	3.377270437
679	3.376202467
680	3.375212916
681	3.373830463
682	3.368804096
683	3.365825145
684	3.364773988
685	3.363485367
686	3.362630351
687	3.362363182
688	3.361851031
689	3.360988371
690	3.358770603
691	3.357523186
692	3.355286225
693	3.35139758
694	3.348609801
695	3.343576946
696	3.341851205
697	3.341046932
698	3.339667705
699	3.337454654
700	3.335418327
701	3.333691632
702	3.333249496
703	3.329384418
704	3.326467759
705	3.324373097
706	3.319637499
707	3.317512134
708	3.314792986
709	3.314047733
710	3.31334647
711	3.31145434
712	3.310194416
713	3.30835304
714	3.305845727
715	3.304514907
716	3.302039708
717	3.301232102
718	3.299218148
719	3.295624922
720	3.294046594
721	3.292513169
722	3.291105942
723	3.289873448
724	3.288717718
725	3.288208419
726	3.287592804
727	3.284412714
728	3.284118824
729	3.284088386
730	3.283067011
731	3.279881908
732	3.279131891
733	3.275806745
734	3.274960769
735	3.274548878
736	3.27013665
737	3.267842716
738	3.264551594
739	3.26304694
740	3.261729203
741	3.261152735
742	3.25987531
743	3.257055056
744	3.25531341
745	3.254059638
746	3.253033163
747	3.250159858
748	3.248011482
749	3.243123872
750	3.241258406
751	3.238165957
752	3.237852088
753	3.237262319
754	3.235003344
755	3.232510351
756	3.22967047
757	3.229152244
758	3.228723837
759	3.226896673
760	3.226758567
761	3.223301767
762	3.220665536
763	3.218710369
764	3.215146064
765	3.213217171
766	3.209988571
767	3.20791425
768	3.205893775
769	3.203205003
770	3.200901091
771	3.200629836
772	3.200004824
773	3.196359857
774	3.195551103
775	3.193770966
776	3.192399687
777	3.191621084
778	3.190270192
779	3.18846908
780	3.187863566
781	3.184312096
782	3.180769416
783	3.175331791
784	3.173672098
785	3.171147201
786	3.168493198
787	3.168249354
788	3.166894883
789	3.166067515
790	3.163532602
791	3.159989587
792	3.159109185
793	3.157450494
794	3.156752384
795	3.155823752
796	3.152526068
797	3.151243348
798	3.150027491
799	3.146093955
800	3.145784898
801	3.14294269
802	3.139105611
803	3.137208454
804	3.13624922
805	3.136035447
806	3.135051898
807	3.13356108
808	3.131288929
809	3.130018783
810	3.129700713
811	3.128668299
812	3.126298216
813	3.125195956
814	3.12505424
815	3.124107783
816	3.122676386
817	3.120287535
818	3.118039643
819	3.117689002
820	3.116075812
821	3.11436008
822	3.110809406
823	3.107897047
824	3.107709925
825	3.106538821
826	3.104472538
827	3.103714648
828	3.102550408
829	3.100640888
830	3.09979319
831	3.097857903
832	3.095259484
833	3.091736793
834	3.090930035
835	3.09061187
836	3.089924487
837	3.08854557
838	3.08839614
839	3.085030549
840	3.083968633
841	3.081184226
842	3.080826086
843	3.079512773
844	3.07755895
845	3.076159922
846	3.074863723
847	3.071763566
848	3.067970841
849	3.066847574
850	3.065407406
851	3.064115337
852	3.06241205
853	3.061531426
854	3.061256507
855	3.060238942
856	3.057326658
857	3.056366277
858	3.05409127
859	3.053751866
860	3.051680324
861	3.049616807
862	3.048403802
863	3.04502278
864	3.040534596
865	3.038129834
866	3.037012443
867	3.035161395
868	3.034165381
869	3.031603764
870	3.031014893
871	3.028794671
872	3.025935209
873	3.024956053
874	3.02167278
875	3.02053982
876	3.019752261
877	3.018021708
878	3.01600045
879	3.012387496
880	3.011794018
881	3.01150925
882	3.010185744
883	3.009403981
884	3.008589589
885	3.007770213
886	3.006589462
887	3.003969696
888	3.003598219
889	3.002792079
890	3.002212515
891	3.001320363
892	3.000049986
893	2.997250356
894	2.993979575
895	2.990981675
896	2.989177371
897	2.988014173
898	2.986833927
899	2.985760152
900	2.983763103
901	2.981900463
902	2.978899344
903	2.977707562
904	2.976838917
905	2.976599414
906	2.975877193
907	2.974922083
908	2.974046172
909	2.972926403
910	2.970460372
911	2.968839549
912	2.966467665
913	2.965886039
914	2.96560767
915	2.964453554
916	2.964223983
917	2.963279571
918	2.961099627
919	2.960750514
920	2.956600881
921	2.956110201
922	2.95304101
923	2.949553332
924	2.946404412
925	2.943257409
926	2.941870258
927	2.941739289
928	2.940876191
929	2.937514202
930	2.934849984
931	2.933783149
932	2.930342281
933	2.928794703
934	2.926955966
935	2.926723718
936	2.924338173
937	2.92397671
938	2.923350244
939	2.92140368
940	2.919879519
941	2.917986795
942	2.916826055
943	2.913743501
944	2.910902776
945	2.909349616
946	2.909201337
947	2.908502965
948	2.906436734
949	2.905992037
950	2.903767168
951	2.903309883
952	2.900798218
953	2.897872466
954	2.893703459
955	2.893465251
956	2.891066695
957	2.888928939
958	2.887525348
959	2.8874256
960	2.885801715
961	2.882973895
962	2.87980709
963	2.879019256
964	2.878880183
965	2.878687667
966	2.877103734
967	2.876691806
968	2.87486379
969	2.874211887
970	2.873786209
971	2.873015212
972	2.8729234
973	2.871634345
974	2.871309549
975	2.870261797
976	2.869230678
977	2.868951872
978	2.865047343
979	2.864871824
980	2.863165332
981	2.862521669
982	2.86126886
983	2.859270079
984	2.859147641
985	2.857009861
986	2.854791724
987	2.854013358
988	2.851036586
989	2.85062601
990	2.848853115
991	2.84777816
992	2.846321014
993	2.84594681
994	2.844863794
995	2.842576478
996	2.842453091
997	2.842364164
998	2.839981392
999	2.838799307
